,score
6140,7.9
6141,6.4
6142,7.9
6143,4.8
6144,4.9
6145,6.7
6146,6.7
6147,3.6
6148,7.6
6149,7.5
6150,7.3
6151,7.3
6152,4.0
6153,8.5
6154,6.9
6155,6.9
6156,6.4
6157,8.7
6158,6.3
6159,5.9
6160,6.8
6161,8.0
6162,6.9
6163,7.2
6164,7.5
6165,6.0
6166,6.8
6167,7.7
6168,7.3
6169,5.6
6170,6.8
6171,8.1
6172,6.4
6173,7.1
6174,7.3
6175,7.0
6176,6.0
6177,8.0
6178,7.2
6179,6.5
6180,6.5
6181,4.6
6182,7.2
6183,6.2
6184,7.0
6185,7.0
6186,6.9
6187,5.8
6188,8.0
6189,4.8
6190,7.0
6191,7.6
6192,5.0
6193,7.3
6194,6.7
6195,7.9
6196,6.5
6197,5.9
6198,8.1
6199,5.1
6200,6.0
6201,7.0
6202,7.2
6203,7.2
6204,8.2
6205,6.5
6206,7.4
6207,7.5
6208,6.5
6209,4.3
6210,7.3
6211,6.0
6212,6.8
6213,6.7
6214,7.4
6215,5.6
6216,8.2
6217,7.4
6218,7.5
6219,4.3
6220,6.4
6221,7.0
6222,6.5
6223,5.9
6224,5.8
6225,6.5
6226,7.2
6227,6.3
6228,7.4
6229,6.7
6230,7.8
6231,7.5
6232,7.4
6233,6.8
6234,3.5
6235,7.7
6236,5.9
6237,7.1
6238,3.5
6239,8.2
6240,6.7
6241,4.3
6242,6.6
6243,8.0
6244,3.0
6245,6.9
6246,7.2
6247,6.1
6248,7.0
6249,8.6
6250,6.8
6251,7.6
6252,6.9
6253,8.8
6254,5.1
6255,6.8
6256,6.5
6257,7.8
6258,7.2
6259,3.9
6260,7.4
6261,6.9
6262,5.1
6263,7.9
6264,7.1
6265,6.5
6266,7.9
6267,6.2
6268,5.9
6269,7.2
6270,7.4
6271,6.9
6272,8.6
6273,6.6
6274,8.1
6275,6.8
6276,7.5
6277,6.7
6278,7.0
6279,7.2
6280,6.6
6281,7.4
6282,7.5
6283,6.5
6284,8.9
6285,7.4
6286,7.5
6287,6.4
6288,8.2
6289,7.2
6290,6.7
6291,6.6
6292,7.7
6293,6.3
6294,7.0
6295,6.8
6296,4.9
6297,7.4
6298,6.5
6299,6.4
6300,6.5
6301,7.0
6302,6.3
6303,6.3
6304,6.6
6305,7.3
6306,7.6
6307,7.8
6308,7.7
6309,6.8
6310,3.8
6311,6.4
6312,7.7
6313,7.2
6314,7.9
6315,8.3
6316,7.5
6317,6.0
6318,6.3
6319,8.1
6320,7.7
6321,5.4
6322,7.6
6323,6.2
6324,7.6
6325,7.0
6326,7.6
6327,6.1
6328,4.7
6329,6.5
6330,6.7
6331,7.2
6332,7.0
6333,6.7
6334,7.7
6335,5.8
6336,7.3
6337,6.7
6338,7.7
6339,5.2
6340,7.9
6341,7.2
6342,6.7
6343,6.4
6344,7.8
6345,7.5
6346,6.4
6347,6.4
6348,7.3
6349,7.9
6350,5.4
6351,6.6
6352,8.0
6353,7.7
6354,8.0
6355,7.2
6356,5.9
6357,7.7
6358,6.3
6359,7.4
6360,7.5
6361,7.6
6362,7.9
6363,8.5
6364,7.6
6365,6.9
6366,7.9
6367,7.4
6368,8.0
6369,8.2
6370,7.3
6371,7.5
6372,6.5
6373,5.5
6374,8.0
6375,7.9
6376,7.8
6377,8.3
6378,7.8
6379,6.3
6380,5.6
6381,7.8
6382,8.6
6383,6.6
6384,5.1
6385,7.7
6386,7.1
6387,7.3
6388,5.6
6389,7.6
6390,7.3
6391,9.2
6392,6.0
6393,6.7
6394,7.1
6395,7.0
6396,5.8
6397,6.7
6398,8.0
6399,7.0
6400,6.7
6401,8.3
6402,7.1
6403,7.6
6404,7.3
6405,4.5
6406,7.0
6407,6.8
6408,7.8
6409,8.0
6410,7.7
6411,8.6
6412,7.5
6413,7.9
6414,7.1
6415,5.8
6416,7.1
6417,7.3
6418,6.2
6419,7.0
6420,8.0
6421,7.6
6422,7.7
6423,8.5
6424,7.2
6425,7.3
6426,6.5
6427,8.3
6428,6.9
6429,6.4
6430,6.2
6431,7.7
6432,7.4
6433,6.0
6434,9.1
6435,8.2
6436,8.0
6437,7.0
6438,6.5
6439,8.0
6440,6.0
6441,6.8
6442,7.2
6443,7.5
6444,7.3
6445,6.9
6446,7.4
6447,6.8
6448,4.4
6449,7.2
6450,5.0
6451,6.5
6452,6.9
6453,7.7
6454,7.2
6455,8.3
6456,7.5
6457,6.9
6458,7.1
6459,7.9
6460,4.1
6461,7.9
6462,6.8
6463,7.6
6464,7.4
6465,7.8
6466,8.0
6467,6.2
6468,5.8
6469,7.6
6470,7.0
6471,6.0
6472,6.8
6473,9.2
6474,7.8
6475,7.2
6476,7.8
6477,6.3
6478,7.8
6479,5.7
6480,7.0
6481,5.4
6482,6.8
6483,6.6
6484,7.5
6485,7.2
6486,7.8
6487,8.0
6488,4.0
6489,7.3
6490,6.7
6491,8.1
6492,6.7
6493,5.8
6494,8.4
6495,8.0
6496,7.0
6497,7.8
6498,6.3
6499,8.2
6500,7.3
6501,7.1
6502,9.0
6503,6.8
6504,7.2
6505,4.9
6506,7.8
6507,6.3
6508,7.8
6509,7.0
6510,8.0
6511,5.3
6512,8.4
6513,6.8
6514,7.4
6515,8.0
6516,7.2
6517,7.0
6518,6.8
6519,7.8
6520,6.9
6521,8.3
6522,7.2
6523,6.0
6524,7.4
6525,7.8
6526,6.8
6527,7.8
6528,8.4
6529,7.5
6530,6.8
6531,8.1
6532,6.6
6533,6.7
6534,7.1
6535,7.7
6536,5.9
6537,8.7
6538,7.5
6539,7.5
6540,7.5
6541,6.9
6542,7.5
6543,10.0
6544,5.9
6545,7.3
6546,7.6
6547,7.9
6548,5.4
6549,7.9
6550,7.7
6551,6.5
6552,6.4
6553,7.4
6554,6.3
6555,7.4
6556,7.2
6557,6.0
6558,7.4
6559,6.8
6560,5.0
6561,6.8
6562,5.7
6563,10.0
6564,6.6
6565,7.7
6566,7.8
6567,6.2
6568,7.3
6569,7.0
6570,7.4
6571,6.3
6572,8.1
6573,8.7
6574,7.5
6575,7.2
6576,6.7
6577,6.1
6578,8.0
6579,7.3
6580,7.9
6581,7.8
6582,6.2
6583,5.2
6584,7.0
6585,7.7
6586,7.5
6587,7.3
6588,5.6
6589,7.5
6590,7.4
6591,8.5
6592,7.7
6593,6.5
6594,5.7
6595,8.7
6596,7.4
6597,6.8
6598,7.3
6599,6.6
6600,6.4
6601,7.4
6602,7.2
6603,7.4
6604,6.9
6605,7.6
6606,6.2
6607,7.4
6608,8.1
6609,4.7
6610,7.5
6611,7.3
6612,8.6
6613,8.0
6614,7.6
6615,7.5
6616,6.9
6617,7.6
6618,6.4
6619,7.3
6620,5.7
6621,7.2
6622,5.1
6623,6.3
6624,7.3
6625,6.4
6626,7.7
6627,7.2
6628,7.6
6629,7.7
6630,7.1
6631,7.0
6632,8.8
6633,7.6
6634,6.4
6635,7.6
6636,8.6
6637,6.6
6638,7.9
6639,8.0
6640,6.2
6641,9.1
6642,8.0
6643,5.8
6644,8.3
6645,7.5
6646,5.7
6647,8.4
6648,6.5
6649,7.7
6650,8.0
6651,4.0
6652,6.7
6653,6.6
6654,7.4
6655,5.2
6656,4.9
6657,7.8
6658,6.8
6659,6.2
6660,7.3
6661,6.9
6662,5.8
6663,5.8
6664,7.4
6665,7.6
6666,6.7
6667,6.8
6668,6.9
6669,6.0
6670,7.2
6671,7.5
6672,5.8
6673,8.8
6674,6.7
6675,7.7
6676,7.8
6677,8.2
6678,7.8
6679,7.4
6680,4.8
6681,7.8
6682,6.4
6683,6.6
6684,6.9
6685,8.2
6686,7.6
6687,7.4
6688,7.3
6689,6.5
6690,6.8
6691,6.8
6692,6.4
6693,6.7
6694,7.2
6695,7.7
6696,8.6
6697,6.9
6698,8.1
6699,7.6
6700,7.6
6701,6.1
6702,7.6
6703,6.5
6704,7.3
6705,5.5
6706,7.3
6707,8.0
6708,5.8
6709,7.2
6710,7.8
6711,6.0
6712,6.5
6713,6.9
6714,7.3
6715,6.8
6716,7.5
6717,8.0
6718,5.1
6719,7.4
6720,7.8
6721,5.5
6722,8.2
6723,5.5
6724,6.5
6725,7.5
6726,7.6
6727,3.2
6728,7.0
6729,6.0
6730,8.0
6731,4.5
6732,6.0
6733,4.3
6734,8.1
6735,6.2
6736,6.6
6737,6.2
6738,7.8
6739,7.9
6740,6.7
6741,6.9
6742,7.8
6743,6.6
6744,6.7
6745,8.3
6746,7.7
6747,5.4
6748,7.1
6749,7.3
6750,7.0
6751,6.9
6752,9.2
6753,7.4
6754,7.0
6755,7.6
6756,6.1
6757,7.5
6758,7.4
6759,7.6
6760,7.0
6761,7.1
6762,6.5
6763,4.2
6764,6.0
6765,8.3
6766,8.0
6767,5.9
6768,6.0
6769,6.7
6770,7.6
6771,7.5
6772,7.3
6773,7.4
6774,7.3
6775,5.8
6776,7.9
6777,7.5
6778,6.1
6779,8.2
6780,7.8
6781,7.3
6782,7.1
6783,7.0
6784,5.7
6785,7.2
6786,7.5
6787,6.0
6788,6.0
6789,7.0
6790,5.9
6791,8.2
6792,7.1
6793,7.6
6794,6.6
6795,7.7
6796,7.0
6797,5.7
6798,6.2
6799,8.0
6800,6.8
6801,4.0
6802,8.0
6803,7.2
6804,5.9
6805,6.3
6806,7.9
6807,7.4
6808,6.9
6809,6.5
6810,7.0
6811,7.6
6812,6.7
6813,7.9
6814,7.4
6815,7.0
6816,7.7
6817,7.7
6818,9.0
6819,7.9
6820,7.9
6821,6.6
6822,5.8
6823,7.0
6824,6.2
6825,8.3
6826,4.7
6827,7.7
6828,6.5
6829,8.1
6830,6.3
6831,5.7
6832,7.0
6833,7.5
6834,7.2
6835,7.9
6836,7.6
6837,5.9
6838,6.9
6839,7.0
6840,7.5
6841,7.0
6842,7.5
6843,6.8
6844,7.0
6845,6.8
6846,6.4
6847,7.0
6848,4.9
6849,7.8
6850,6.3
6851,7.0
6852,7.4
6853,7.8
6854,6.0
6855,5.0
6856,5.8
6857,7.9
6858,6.7
6859,6.7
6860,6.0
6861,6.7
6862,7.8
6863,3.9
6864,7.9
6865,6.1
6866,7.2
6867,7.2
6868,7.4
6869,7.2
6870,8.1
6871,7.8
6872,6.4
6873,6.3
6874,6.9
6875,6.7
6876,7.5
6877,4.9
6878,7.6
6879,6.5
6880,8.4
6881,7.4
6882,7.7
6883,7.9
6884,6.4
6885,7.3
6886,6.5
6887,7.1
6888,6.3
6889,7.8
6890,7.4
6891,6.4
6892,7.5
6893,8.5
6894,6.0
6895,7.6
6896,7.0
6897,7.7
6898,7.2
6899,6.7
6900,6.5
6901,7.2
6902,7.4
6903,5.6
6904,7.9
6905,7.8
6906,4.8
6907,7.0
6908,8.1
6909,6.3
6910,7.4
6911,8.1
6912,8.4
6913,7.0
6914,7.4
6915,6.8
6916,6.5
6917,6.0
6918,7.6
6919,6.7
6920,8.2
6921,7.4
6922,4.6
6923,8.0
6924,7.4
6925,7.3
6926,7.4
6927,7.2
6928,6.6
6929,8.0
6930,8.1
6931,8.0
6932,7.1
6933,6.4
6934,9.2
6935,8.1
6936,8.0
6937,7.2
6938,8.4
6939,5.8
6940,4.8
6941,8.1
6942,6.3
6943,7.4
6944,7.2
6945,7.4
6946,7.7
6947,7.3
6948,7.2
6949,7.0
6950,8.6
6951,8.3
6952,6.7
6953,7.1
6954,7.6
6955,7.4
6956,7.3
6957,6.4
6958,7.9
6959,8.3
6960,7.3
6961,7.8
6962,7.4
6963,8.2
6964,4.8
6965,7.1
6966,7.8
6967,7.0
6968,6.9
6969,8.1
6970,5.0
6971,8.3
6972,7.8
6973,6.5
6974,7.8
6975,6.8
6976,7.1
6977,7.4
6978,5.7
6979,7.1
6980,5.5
6981,5.5
6982,7.8
6983,4.9
6984,6.0
6985,6.8
6986,8.0
6987,7.4
6988,7.5
6989,5.9
6990,7.0
6991,6.4
6992,7.7
6993,8.3
6994,9.0
6995,7.3
6996,6.0
6997,7.2
6998,8.0
6999,8.4
7000,6.8
7001,6.7
7002,7.3
7003,8.7
7004,7.0
7005,7.4
7006,6.5
7007,8.7
7008,7.2
7009,7.8
7010,7.8
7011,7.2
7012,7.4
7013,5.4
7014,7.3
7015,8.3
7016,6.8
7017,7.3
7018,7.8
7019,7.7
7020,6.4
7021,7.5
7022,7.0
7023,7.0
7024,7.8
7025,3.0
7026,8.5
7027,6.4
7028,8.0
7029,7.0
7030,4.9
7031,6.7
7032,7.9
7033,6.5
7034,6.4
7035,8.6
7036,7.4
7037,6.1
7038,6.0
7039,6.5
7040,7.2
7041,6.6
7042,6.5
7043,8.0
7044,6.0
7045,5.9
7046,6.3
7047,5.8
7048,7.1
7049,6.3
7050,7.9
7051,8.5
7052,6.2
7053,7.6
7054,5.7
7055,6.4
7056,6.2
7057,5.9
7058,6.6
7059,7.4
7060,7.4
7061,8.2
7062,7.5
7063,7.3
7064,5.9
7065,7.2
7066,6.1
7067,6.1
7068,7.9
7069,7.0
7070,8.0
7071,7.0
7072,6.4
7073,7.7
7074,8.3
7075,7.3
7076,5.7
7077,6.8
7078,7.3
7079,6.2
7080,6.8
7081,8.0
7082,6.8
7083,7.9
7084,6.2
7085,7.0
7086,8.0
7087,7.7
7088,8.5
7089,6.8
7090,7.8
7091,7.1
7092,7.4
7093,6.8
7094,7.0
7095,6.0
7096,6.5
7097,6.9
7098,7.3
7099,4.0
7100,8.0
7101,9.0
7102,7.3
7103,7.0
7104,6.4
7105,7.4
7106,7.2
7107,7.3
7108,5.9
7109,6.8
7110,8.5
7111,7.8
7112,7.0
7113,8.2
7114,6.2
7115,6.3
7116,7.0
7117,6.9
7118,8.5
7119,6.6
7120,7.4
7121,7.5
7122,6.2
7123,7.8
7124,7.4
7125,8.2
7126,6.7
7127,7.5
7128,5.9
7129,6.2
7130,7.2
7131,5.5
7132,5.8
7133,8.3
7134,5.6
7135,6.8
7136,7.6
7137,7.1
7138,8.6
7139,6.6
7140,6.4
7141,7.6
7142,6.8
7143,7.8
7144,7.4
7145,7.8
7146,7.5
7147,5.5
7148,7.7
7149,7.2
7150,7.9
7151,7.8
7152,6.6
7153,6.5
7154,7.4
7155,6.4
7156,7.2
7157,4.5
7158,7.3
7159,8.1
7160,7.6
7161,7.2
7162,8.4
7163,5.2
7164,6.7
7165,5.9
7166,6.2
7167,5.9
7168,7.9
7169,7.1
7170,7.9
7171,4.5
7172,5.9
7173,7.6
7174,6.0
7175,8.4
7176,8.2
7177,7.4
7178,6.0
7179,6.2
7180,7.2
7181,6.9
7182,5.6
7183,8.1
7184,8.0
7185,6.2
7186,7.3
7187,7.5
7188,8.0
7189,7.7
7190,6.6
7191,7.6
7192,6.5
7193,6.8
7194,6.0
7195,7.1
7196,6.3
7197,7.6
7198,7.6
7199,6.6
7200,7.9
7201,5.5
7202,6.9
7203,6.4
7204,8.0
7205,6.5
7206,7.4
7207,7.7
7208,6.6
7209,5.8
7210,7.0
7211,9.0
7212,7.5
7213,6.1
7214,8.7
7215,5.6
7216,7.4
7217,6.5
7218,7.5
7219,7.3
7220,7.5
7221,6.7
7222,6.8
7223,5.5
7224,6.8
7225,7.2
7226,8.0
7227,6.6
7228,7.3
7229,8.6
7230,6.3
7231,6.9
7232,7.9
7233,5.9
7234,6.8
7235,8.4
7236,6.8
7237,7.7
7238,7.4
7239,7.3
7240,6.4
7241,7.9
7242,6.3
7243,6.5
7244,6.7
7245,7.4
7246,7.9
7247,6.4
7248,5.5
7249,7.5
7250,8.8
7251,8.2
7252,7.3
7253,7.6
7254,5.0
7255,7.0
7256,8.5
7257,8.0
7258,5.8
7259,7.6
7260,6.5
7261,5.9
7262,5.1
7263,6.7
7264,5.0
7265,7.4
7266,7.2
7267,7.4
7268,6.8
7269,9.2
7270,6.9
7271,7.9
7272,9.0
7273,7.0
7274,7.7
7275,6.3
7276,5.6
7277,6.0
7278,7.9
7279,7.5
7280,7.5
7281,7.0
7282,6.2
7283,6.2
7284,7.9
7285,6.0
7286,6.6
7287,7.4
7288,9.5
7289,5.9
7290,7.8
7291,8.0
7292,8.1
7293,6.1
7294,6.0
7295,8.0
7296,7.6
7297,8.4
7298,6.2
7299,6.9
7300,7.2
7301,6.7
7302,7.1
7303,7.6
7304,7.0
7305,7.9
7306,5.6
7307,7.6
7308,7.4
7309,6.0
7310,8.9
7311,7.1
7312,6.3
7313,7.3
7314,7.0
7315,8.3
7316,6.3
7317,6.5
7318,8.4
7319,7.5
7320,8.2
7321,7.6
7322,7.2
7323,7.9
7324,8.5
7325,6.1
7326,7.7
7327,6.7
7328,3.5
7329,8.1
7330,6.8
7331,5.3
7332,7.0
7333,5.9
7334,7.5
7335,6.3
7336,8.1
7337,7.8
7338,7.4
7339,7.8
7340,6.7
7341,6.7
7342,8.0
7343,7.8
7344,7.0
7345,7.7
7346,6.6
7347,8.4
7348,6.9
7349,7.6
7350,5.5
7351,8.2
7352,7.9
7353,8.6
7354,7.8
7355,6.1
7356,7.0
7357,7.0
7358,8.9
7359,6.6
7360,7.7
7361,7.6
7362,8.4
7363,7.4
7364,6.0
7365,8.2
7366,7.3
7367,7.1
7368,6.1
7369,7.2
7370,8.4
7371,8.3
7372,7.6
7373,7.4
7374,8.8
7375,7.5
7376,7.4
7377,7.0
7378,7.8
7379,7.7
7380,8.0
7381,6.8
7382,8.0
7383,7.6
7384,6.2
7385,7.2
7386,6.8
7387,7.7
7388,6.6
7389,7.0
7390,7.7
7391,9.3
7392,8.0
7393,7.5
7394,6.2
7395,7.5
7396,7.3
7397,7.2
7398,4.0
7399,7.8
7400,5.9
7401,6.0
7402,7.7
7403,6.3
7404,5.2
7405,7.5
7406,8.1
7407,8.4
7408,7.5
7409,6.8
7410,7.0
7411,7.2
7412,8.7
7413,8.1
7414,6.1
7415,7.6
7416,8.3
7417,7.6
7418,7.7
7419,6.5
7420,8.4
7421,7.7
7422,7.0
7423,6.8
7424,7.5
7425,7.7
7426,6.0
7427,4.9
7428,6.2
7429,6.5
7430,7.9
7431,8.0
7432,7.5
7433,7.5
7434,7.1
7435,7.9
7436,7.8
7437,8.3
7438,6.9
7439,7.4
7440,8.0
7441,6.8
7442,6.1
7443,6.9
7444,7.0
7445,7.0
7446,6.0
7447,6.8
7448,6.3
7449,7.5
7450,6.0
7451,7.7
7452,5.5
7453,6.1
7454,5.6
7455,7.5
7456,5.8
7457,6.1
7458,6.4
7459,8.7
7460,5.0
7461,7.9
7462,5.4
7463,7.2
7464,8.0
7465,6.0
7466,6.0
7467,7.7
7468,7.0
7469,7.2
7470,8.1
7471,6.7
7472,8.0
7473,6.5
7474,7.7
7475,6.8
7476,8.5
7477,5.5
7478,7.6
7479,7.9
7480,8.0
7481,6.6
7482,5.1
7483,6.2
7484,7.8
7485,8.4
7486,7.0
7487,6.8
7488,8.0
7489,8.0
7490,3.2
7491,7.4
7492,7.8
7493,7.0
7494,4.9
7495,5.8
7496,7.4
7497,7.4
7498,8.1
7499,4.9
7500,8.2
7501,7.3
7502,6.6
7503,8.0
7504,4.6
7505,7.8
7506,6.4
7507,6.8
7508,7.8
7509,3.9
7510,8.3
7511,7.4
7512,6.9
7513,5.0
7514,7.3
7515,6.8
7516,8.6
7517,6.9
7518,7.6
7519,7.0
7520,7.8
7521,7.2
7522,5.4
7523,7.8
7524,7.6
7525,6.1
7526,7.4
7527,7.0
7528,8.0
7529,7.6
7530,6.5
7531,6.0
7532,8.2
7533,7.3
7534,6.8
7535,7.0
7536,7.9
7537,8.0
7538,8.2
7539,7.3
7540,7.5
7541,7.0
7542,6.9
7543,7.8
7544,7.0
7545,8.8
7546,7.4
7547,7.2
7548,6.9
7549,8.0
7550,7.4
7551,7.2
7552,6.6
7553,6.3
7554,6.9
7555,5.9
7556,7.6
7557,7.7
7558,6.4
7559,5.7
7560,7.5
7561,7.6
7562,6.2
7563,6.4
7564,7.5
7565,6.5
7566,8.2
7567,7.7
7568,6.4
7569,7.3
7570,6.6
7571,8.4
7572,7.2
7573,5.0
7574,6.2
7575,7.6
7576,6.2
7577,6.7
7578,4.8
7579,6.8
7580,8.5
7581,6.5
7582,6.7
7583,7.1
7584,7.0
7585,8.7
7586,5.6
7587,6.3
7588,7.1
7589,6.9
7590,6.8
7591,6.5
7592,5.9
7593,7.6
7594,6.0
7595,4.7
7596,6.3
7597,8.0
7598,7.7
7599,5.8
7600,7.4
7601,8.5
7602,4.6
7603,7.4
7604,7.8
7605,6.9
7606,7.4
7607,6.3
7608,7.4
7609,7.5
7610,5.6
7611,6.1
7612,7.8
7613,7.1
7614,8.0
7615,7.2
7616,5.9
7617,7.4
7618,7.0
7619,6.3
7620,6.0
7621,7.0
7622,6.7
7623,5.9
7624,5.2
7625,6.6
7626,5.8
7627,5.0
7628,6.5
7629,6.5
7630,7.9
7631,8.0
7632,7.6
7633,6.9
7634,7.9
7635,7.6
7636,7.8
7637,6.3
7638,6.4
7639,6.8
7640,7.5
7641,8.0
7642,7.6
7643,6.8
7644,7.0
7645,7.4
7646,4.3
7647,8.1
7648,6.7
7649,5.7
7650,7.0
7651,6.9
7652,7.2
7653,7.4
7654,7.6
7655,6.2
7656,6.1
7657,7.7
7658,9.1
7659,7.4
7660,8.2
7661,6.7
7662,7.7
7663,7.3
7664,7.8
7665,5.9
7666,6.8
7667,7.5
7668,7.8
7669,7.4
7670,7.0
7671,7.5
7672,8.3
7673,7.6
7674,6.8
7675,7.6
7676,7.0
7677,5.7
7678,7.0
7679,7.1
7680,6.0
7681,6.9
7682,7.3
7683,8.1
7684,6.0
7685,7.8
7686,7.0
7687,7.8
7688,4.8
7689,8.1
7690,7.2
7691,7.3
7692,5.8
7693,10.0
7694,5.8
7695,6.0
7696,7.8
7697,8.4
7698,7.7
7699,5.2
7700,8.1
7701,7.9
7702,6.1
7703,6.9
7704,7.9
7705,7.6
7706,6.4
7707,7.3
7708,6.3
7709,6.8
7710,7.3
7711,7.6
7712,3.6
7713,7.8
7714,10.0
7715,6.9
7716,7.0
7717,6.5
7718,5.2
7719,5.5
7720,7.6
7721,8.0
7722,8.1
7723,6.0
7724,5.2
7725,8.7
7726,7.1
7727,6.4
7728,8.5
7729,6.4
7730,6.5
7731,8.8
7732,6.0
7733,4.4
7734,7.9
7735,5.0
7736,7.6
7737,6.0
7738,7.6
7739,7.8
7740,6.8
7741,6.9
7742,6.3
7743,6.0
7744,6.8
7745,8.0
7746,7.5
7747,7.5
7748,8.0
7749,4.8
7750,5.4
7751,6.2
7752,6.0
7753,8.0
7754,7.7
7755,6.9
7756,6.5
7757,3.1
7758,5.2
7759,7.4
7760,6.6
7761,6.1
7762,7.0
7763,6.4
7764,5.8
7765,7.6
7766,6.2
7767,5.7
7768,7.0
7769,6.1
7770,6.5
7771,7.1
7772,6.2
7773,8.0
7774,8.0
7775,6.9
7776,5.6
7777,7.3
7778,7.5
7779,7.8
7780,7.1
7781,5.4
7782,6.9
7783,7.6
7784,5.9
7785,6.8
7786,7.2
7787,7.8
7788,7.0
7789,4.5
7790,7.2
7791,5.8
7792,8.1
7793,4.5
7794,5.7
7795,7.5
7796,7.2
7797,8.1
7798,6.6
7799,6.0
7800,8.0
7801,10.0
7802,7.3
7803,7.0
7804,6.8
7805,5.9
7806,8.0
7807,5.3
7808,7.8
7809,6.7
7810,7.8
7811,7.1
7812,6.3
7813,7.2
7814,7.9
7815,5.4
7816,7.4
7817,8.5
7818,7.5
7819,7.3
7820,8.0
7821,7.8
7822,3.4
7823,7.0
7824,6.8
7825,7.0
7826,7.7
7827,7.2
7828,7.6
7829,7.9
7830,7.2
7831,4.7
7832,7.2
7833,7.1
7834,7.4
7835,7.0
7836,8.0
7837,7.2
7838,6.7
7839,6.9
7840,5.9
7841,7.3
7842,6.3
7843,7.6
7844,8.1
7845,7.0
7846,7.0
7847,6.2
7848,7.5
7849,7.2
7850,7.3
7851,6.6
7852,7.5
7853,7.0
7854,7.4
7855,8.2
7856,6.9
7857,7.1
7858,7.0
7859,5.8
7860,7.0
7861,4.9
7862,7.9
7863,8.7
7864,5.9
7865,6.8
7866,8.1
7867,7.6
7868,5.8
7869,7.4
7870,7.4
7871,5.7
7872,8.0
7873,7.0
7874,7.4
7875,6.6
7876,8.5
7877,7.0
7878,7.1
7879,7.7
7880,7.0
7881,9.5
7882,7.4
7883,7.7
7884,8.0
7885,7.1
7886,7.0
7887,6.8
7888,7.6
7889,6.0
7890,7.7
7891,7.5
7892,6.8
7893,5.7
7894,5.6
7895,7.5
7896,5.8
7897,7.5
7898,7.8
7899,6.4
7900,6.0
7901,9.3
7902,7.5
7903,7.6
7904,6.7
7905,7.4
7906,6.7
7907,6.5
7908,8.8
7909,7.4
7910,6.3
7911,7.2
7912,7.1
7913,6.8
7914,8.5
7915,7.6
7916,7.8
7917,5.6
7918,2.8
7919,8.0
7920,7.8
7921,7.7
7922,7.1
7923,6.0
7924,9.0
7925,7.9
7926,7.6
7927,8.2
7928,6.6
7929,7.0
7930,8.2
7931,8.4
7932,7.6
7933,7.3
7934,6.4
7935,3.0
7936,5.5
7937,7.8
7938,5.9
7939,6.8
7940,8.5
7941,7.0
7942,6.0
7943,4.8
7944,5.0
7945,7.8
7946,8.0
7947,6.1
7948,7.6
7949,6.6
7950,7.2
7951,6.0
7952,7.4
7953,5.4
7954,6.8
7955,6.4
7956,6.6
7957,8.3
7958,7.8
7959,5.7
7960,7.0
7961,3.0
7962,7.9
7963,7.9
7964,3.5
7965,7.3
7966,7.6
7967,8.4
7968,7.8
7969,2.9
7970,7.9
7971,7.7
7972,4.0
7973,6.0
7974,7.2
7975,8.1
7976,7.5
7977,7.0
7978,6.5
7979,9.1
7980,7.4
7981,7.1
7982,8.0
7983,5.3
7984,4.8
7985,6.6
7986,8.0
7987,6.8
7988,6.9
7989,5.6
7990,8.0
7991,8.1
7992,6.8
7993,8.0
7994,5.9
7995,4.2
7996,6.5
7997,5.4
7998,7.5
7999,7.5
8000,7.0
8001,6.5
8002,7.7
8003,6.2
8004,7.1
8005,7.6
8006,8.1
8007,6.9
8008,7.5
8009,7.6
8010,7.9
8011,5.5
8012,6.7
8013,7.2
8014,7.4
8015,7.4
8016,7.2
8017,6.7
8018,8.6
8019,6.0
8020,6.8
8021,7.1
8022,7.6
8023,7.1
8024,7.3
8025,8.2
8026,6.8
8027,8.2
8028,7.3
8029,8.3
8030,5.9
8031,6.2
8032,6.0
8033,7.6
8034,9.0
8035,2.6
8036,7.4
8037,7.6
8038,8.0
8039,8.5
8040,7.4
8041,7.0
8042,6.1
8043,7.1
8044,8.1
8045,8.5
8046,7.8
8047,7.3
8048,5.2
8049,5.4
8050,8.0
8051,6.8
8052,5.5
8053,7.5
8054,4.9
8055,6.8
8056,4.6
8057,8.1
8058,7.6
8059,7.3
8060,7.0
8061,5.9
8062,5.8
8063,6.8
8064,7.9
8065,8.0
8066,6.6
8067,6.2
8068,7.4
8069,7.3
8070,6.9
8071,6.3
8072,5.2
8073,5.0
8074,6.0
8075,7.1
8076,7.0
8077,6.7
8078,6.1
8079,8.1
8080,7.5
8081,6.8
8082,7.2
8083,7.4
8084,4.5
8085,7.5
8086,8.0
8087,7.7
8088,8.0
8089,7.1
8090,7.5
8091,8.2
8092,5.2
8093,7.6
8094,8.0
8095,8.9
8096,6.8
8097,6.0
8098,7.3
8099,5.2
8100,8.0
8101,7.5
8102,5.7
8103,8.0
8104,8.1
8105,7.6
8106,7.3
8107,7.6
8108,7.3
8109,8.5
8110,5.6
8111,7.5
8112,6.8
8113,6.9
8114,8.4
8115,7.9
8116,7.6
8117,8.4
8118,6.6
8119,5.8
8120,8.4
8121,8.3
8122,6.1
8123,7.2
8124,7.0
8125,6.1
8126,7.8
8127,7.0
8128,8.5
8129,8.5
8130,7.7
8131,7.8
8132,9.5
8133,6.7
8134,7.1
8135,7.7
8136,7.8
8137,7.3
8138,7.8
